DC,POD,Cluster,Type,No.,Hostnameÿ,Interfaceÿ,VLANÿ,v4 Base,IPv4ÿ,Cntr,v6 Base,IPv6,Descriptionÿ,,IPv4,DNS A Records,IPv6,DNS AAAA Records,For DNS Tickets,"For Terraforms (copy to Word Pad first, then copy from there to .tfvars file)",
ladcca,1,0,ib-acr,55,ladcca-ib-acr-1055,eth0,342,47.3.3.,232,232,2600:6c7f:91c0:40:2::,E8,POD 1 Read Accessor,,47.3.3.232,ladcca-ib-acr-1055.ladc.ca.charter.com,2600:6c7f:91c0:40:2::E8,ladcca-ib-acr-1055.ladc.ca.charter.com,"add|a|47.3.3.232|ladcca-ib-acr-1055.ladc.ca.charter.com|3600
add|ptr|47.3.3.232|ladcca-ib-acr-1055.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::E8|ladcca-ib-acr-1055.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::E8|ladcca-ib-acr-1055.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.232"", ip6_addr = ""2600:6c7f:91c0:40:2::E8""
    vm_name = ""ladcca-ib-acr-1055"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acr,56,ladcca-ib-acr-1056,eth0,342,47.3.3.,233,233,2600:6c7f:91c0:40:2::,E9,POD 1 Read Accessor,,47.3.3.233,ladcca-ib-acr-1056.ladc.ca.charter.com,2600:6c7f:91c0:40:2::E9,ladcca-ib-acr-1056.ladc.ca.charter.com,"add|a|47.3.3.233|ladcca-ib-acr-1056.ladc.ca.charter.com|3600
add|ptr|47.3.3.233|ladcca-ib-acr-1056.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::E9|ladcca-ib-acr-1056.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::E9|ladcca-ib-acr-1056.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.233"", ip6_addr = ""2600:6c7f:91c0:40:2::E9""
    vm_name = ""ladcca-ib-acr-1056"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acr,57,ladcca-ib-acr-1057,eth0,342,47.3.3.,234,234,2600:6c7f:91c0:40:2::,EA,POD 1 Read Accessor,,47.3.3.234,ladcca-ib-acr-1057.ladc.ca.charter.com,2600:6c7f:91c0:40:2::EA,ladcca-ib-acr-1057.ladc.ca.charter.com,"add|a|47.3.3.234|ladcca-ib-acr-1057.ladc.ca.charter.com|3600
add|ptr|47.3.3.234|ladcca-ib-acr-1057.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::EA|ladcca-ib-acr-1057.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::EA|ladcca-ib-acr-1057.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.234"", ip6_addr = ""2600:6c7f:91c0:40:2::EA""
    vm_name = ""ladcca-ib-acr-1057"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acr,58,ladcca-ib-acr-1058,eth0,342,47.3.3.,235,235,2600:6c7f:91c0:40:2::,EB,POD 1 Read Accessor,,47.3.3.235,ladcca-ib-acr-1058.ladc.ca.charter.com,2600:6c7f:91c0:40:2::EB,ladcca-ib-acr-1058.ladc.ca.charter.com,"add|a|47.3.3.235|ladcca-ib-acr-1058.ladc.ca.charter.com|3600
add|ptr|47.3.3.235|ladcca-ib-acr-1058.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::EB|ladcca-ib-acr-1058.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::EB|ladcca-ib-acr-1058.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.235"", ip6_addr = ""2600:6c7f:91c0:40:2::EB""
    vm_name = ""ladcca-ib-acr-1058"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acr,59,ladcca-ib-acr-1059,eth0,342,47.3.3.,236,236,2600:6c7f:91c0:40:2::,EC,POD 1 Read Accessor,,47.3.3.236,ladcca-ib-acr-1059.ladc.ca.charter.com,2600:6c7f:91c0:40:2::EC,ladcca-ib-acr-1059.ladc.ca.charter.com,"add|a|47.3.3.236|ladcca-ib-acr-1059.ladc.ca.charter.com|3600
add|ptr|47.3.3.236|ladcca-ib-acr-1059.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::EC|ladcca-ib-acr-1059.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::EC|ladcca-ib-acr-1059.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.236"", ip6_addr = ""2600:6c7f:91c0:40:2::EC""
    vm_name = ""ladcca-ib-acr-1059"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acr,60,ladcca-ib-acr-1060,eth0,342,47.3.3.,237,237,2600:6c7f:91c0:40:2::,ED,POD 1 Read Accessor,,47.3.3.237,ladcca-ib-acr-1060.ladc.ca.charter.com,2600:6c7f:91c0:40:2::ED,ladcca-ib-acr-1060.ladc.ca.charter.com,"add|a|47.3.3.237|ladcca-ib-acr-1060.ladc.ca.charter.com|3600
add|ptr|47.3.3.237|ladcca-ib-acr-1060.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::ED|ladcca-ib-acr-1060.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::ED|ladcca-ib-acr-1060.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.237"", ip6_addr = ""2600:6c7f:91c0:40:2::ED""
    vm_name = ""ladcca-ib-acr-1060"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acr,61,ladcca-ib-acr-1061,eth0,342,47.3.3.,238,238,2600:6c7f:91c0:40:2::,EE,POD 1 Read Accessor,,47.3.3.238,ladcca-ib-acr-1061.ladc.ca.charter.com,2600:6c7f:91c0:40:2::EE,ladcca-ib-acr-1061.ladc.ca.charter.com,"add|a|47.3.3.238|ladcca-ib-acr-1061.ladc.ca.charter.com|3600
add|ptr|47.3.3.238|ladcca-ib-acr-1061.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::EE|ladcca-ib-acr-1061.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::EE|ladcca-ib-acr-1061.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.238"", ip6_addr = ""2600:6c7f:91c0:40:2::EE""
    vm_name = ""ladcca-ib-acr-1061"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acr,62,ladcca-ib-acr-1062,eth0,342,47.3.3.,239,239,2600:6c7f:91c0:40:2::,EF,POD 1 Read Accessor,,47.3.3.239,ladcca-ib-acr-1062.ladc.ca.charter.com,2600:6c7f:91c0:40:2::EF,ladcca-ib-acr-1062.ladc.ca.charter.com,"add|a|47.3.3.239|ladcca-ib-acr-1062.ladc.ca.charter.com|3600
add|ptr|47.3.3.239|ladcca-ib-acr-1062.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::EF|ladcca-ib-acr-1062.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::EF|ladcca-ib-acr-1062.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.239"", ip6_addr = ""2600:6c7f:91c0:40:2::EF""
    vm_name = ""ladcca-ib-acr-1062"", ip6_addr2 = """"
  },",
,,,,,,,342,47.3.3.,240,240,2600:6c7f:91c0:40:2::,F0,,,,,,,,,
,,,,,,,342,47.3.3.,241,241,2600:6c7f:91c0:40:2::,F1,,,,,,,,,
,,,,,,,342,47.3.3.,242,242,2600:6c7f:91c0:40:2::,F2,,,,,,,,,
,,,,,,,342,47.3.3.,243,243,2600:6c7f:91c0:40:2::,F3,,,,,,,,,
,,,,,,,342,47.3.3.,244,244,2600:6c7f:91c0:40:2::,F4,,,,,,,,,
,,,,,,,342,47.3.3.,245,245,2600:6c7f:91c0:40:2::,F5,,,,,,,,,
,,,,,,,342,47.3.3.,246,246,2600:6c7f:91c0:40:2::,F6,,,,,,,,,
,,,,,,,342,47.3.3.,247,247,2600:6c7f:91c0:40:2::,F7,,,,,,,,,
,,,,,,,342,47.3.3.,248,248,2600:6c7f:91c0:40:2::,F8,,,,,,,,,
,,,,,,,342,47.3.3.,249,249,2600:6c7f:91c0:40:2::,F9,,,,,,,,,
,,,,,,,342,47.3.3.,250,250,2600:6c7f:91c0:40:2::,FA,,,,,,,,,
,,,,,,,342,47.3.3.,251,251,2600:6c7f:91c0:40:2::,FB,,,,,,,,,
,,,,,,,342,47.3.3.,252,252,2600:6c7f:91c0:40:2::,FC,,,,,,,,,
,,,,,,,342,47.3.3.,253,253,2600:6c7f:91c0:40:2::,FD,,,,,,,,,
,,,,,,,342,47.3.3.,254,254,2600:6c7f:91c0:40:2::,FE,,,,,,,,,
,,,,,Broadcast,,342,47.3.3.,255,,2600:6c7f:91c0:40:2::,ffff:ffff:ffff,Broadcast,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,"IPv4 Network: 47.3.0.0/24
MASK: 255.255.255.0
IPv6 Network: 2600:6c7f:91c0:40:3::/80",,343,47.3.0.,0,,2600:6c7f:91c0:40:3::,,POD 1 VMR,,,,,,,,
,,,,,VRRP IP,,343,47.3.0.,1,1,2600:6c7f:91c0:40:3::,1,Gateway,,,,,,,,
,,,,,dcr41dldctxÿ,,343,47.3.0.,2,2,2600:6c7f:91c0:40:3::,2,,,,,,,,,
,,,,,dcr42dldctxÿ,,343,47.3.0.,3,3,2600:6c7f:91c0:40:3::,3,,,,,,,,,
ladcca,1,0,ib-acw,1,ladcca-ib-acw-1001,eth0,343,47.3.0.,4,4,2600:6c7f:91c0:40:3::,4,POD 1 Write Accessor,,47.3.0.4,ladcca-ib-acw-1001.ladc.ca.charter.com,2600:6c7f:91c0:40:3::4,ladcca-ib-acw-1001.ladc.ca.charter.com,"add|a|47.3.0.4|ladcca-ib-acw-1001.ladc.ca.charter.com|3600
add|ptr|47.3.0.4|ladcca-ib-acw-1001.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::4|ladcca-ib-acw-1001.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::4|ladcca-ib-acw-1001.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.4"", ip6_addr = ""2600:6c7f:91c0:40:3::4""
    vm_name = ""ladcca-ib-acw-1001"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,2,ladcca-ib-acw-1002,eth0,343,47.3.0.,5,5,2600:6c7f:91c0:40:3::,5,POD 1 Write Accessor,,47.3.0.5,ladcca-ib-acw-1002.ladc.ca.charter.com,2600:6c7f:91c0:40:3::5,ladcca-ib-acw-1002.ladc.ca.charter.com,"add|a|47.3.0.5|ladcca-ib-acw-1002.ladc.ca.charter.com|3600
add|ptr|47.3.0.5|ladcca-ib-acw-1002.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::5|ladcca-ib-acw-1002.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::5|ladcca-ib-acw-1002.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.5"", ip6_addr = ""2600:6c7f:91c0:40:3::5""
    vm_name = ""ladcca-ib-acw-1002"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,3,ladcca-ib-acw-1003,eth0,343,47.3.0.,6,6,2600:6c7f:91c0:40:3::,6,POD 1 Write Accessor,,47.3.0.6,ladcca-ib-acw-1003.ladc.ca.charter.com,2600:6c7f:91c0:40:3::6,ladcca-ib-acw-1003.ladc.ca.charter.com,"add|a|47.3.0.6|ladcca-ib-acw-1003.ladc.ca.charter.com|3600
add|ptr|47.3.0.6|ladcca-ib-acw-1003.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::6|ladcca-ib-acw-1003.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::6|ladcca-ib-acw-1003.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.6"", ip6_addr = ""2600:6c7f:91c0:40:3::6""
    vm_name = ""ladcca-ib-acw-1003"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,4,ladcca-ib-acw-1004,eth0,343,47.3.0.,7,7,2600:6c7f:91c0:40:3::,7,POD 1 Write Accessor,,47.3.0.7,ladcca-ib-acw-1004.ladc.ca.charter.com,2600:6c7f:91c0:40:3::7,ladcca-ib-acw-1004.ladc.ca.charter.com,"add|a|47.3.0.7|ladcca-ib-acw-1004.ladc.ca.charter.com|3600
add|ptr|47.3.0.7|ladcca-ib-acw-1004.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::7|ladcca-ib-acw-1004.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::7|ladcca-ib-acw-1004.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.7"", ip6_addr = ""2600:6c7f:91c0:40:3::7""
    vm_name = ""ladcca-ib-acw-1004"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,5,ladcca-ib-acw-1005,eth0,343,47.3.0.,8,8,2600:6c7f:91c0:40:3::,8,POD 1 Write Accessor,,47.3.0.8,ladcca-ib-acw-1005.ladc.ca.charter.com,2600:6c7f:91c0:40:3::8,ladcca-ib-acw-1005.ladc.ca.charter.com,"add|a|47.3.0.8|ladcca-ib-acw-1005.ladc.ca.charter.com|3600
add|ptr|47.3.0.8|ladcca-ib-acw-1005.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::8|ladcca-ib-acw-1005.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::8|ladcca-ib-acw-1005.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.8"", ip6_addr = ""2600:6c7f:91c0:40:3::8""
    vm_name = ""ladcca-ib-acw-1005"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,6,ladcca-ib-acw-1006,eth0,343,47.3.0.,9,9,2600:6c7f:91c0:40:3::,9,POD 1 Write Accessor,,47.3.0.9,ladcca-ib-acw-1006.ladc.ca.charter.com,2600:6c7f:91c0:40:3::9,ladcca-ib-acw-1006.ladc.ca.charter.com,"add|a|47.3.0.9|ladcca-ib-acw-1006.ladc.ca.charter.com|3600
add|ptr|47.3.0.9|ladcca-ib-acw-1006.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::9|ladcca-ib-acw-1006.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::9|ladcca-ib-acw-1006.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.9"", ip6_addr = ""2600:6c7f:91c0:40:3::9""
    vm_name = ""ladcca-ib-acw-1006"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,7,ladcca-ib-acw-1007,eth0,343,47.3.0.,10,10,2600:6c7f:91c0:40:3::,A,POD 1 Write Accessor,,47.3.0.10,ladcca-ib-acw-1007.ladc.ca.charter.com,2600:6c7f:91c0:40:3::A,ladcca-ib-acw-1007.ladc.ca.charter.com,"add|a|47.3.0.10|ladcca-ib-acw-1007.ladc.ca.charter.com|3600
add|ptr|47.3.0.10|ladcca-ib-acw-1007.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::A|ladcca-ib-acw-1007.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::A|ladcca-ib-acw-1007.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.10"", ip6_addr = ""2600:6c7f:91c0:40:3::A""
    vm_name = ""ladcca-ib-acw-1007"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,8,ladcca-ib-acw-1008,eth0,343,47.3.0.,11,11,2600:6c7f:91c0:40:3::,B,POD 1 Write Accessor,,47.3.0.11,ladcca-ib-acw-1008.ladc.ca.charter.com,2600:6c7f:91c0:40:3::B,ladcca-ib-acw-1008.ladc.ca.charter.com,"add|a|47.3.0.11|ladcca-ib-acw-1008.ladc.ca.charter.com|3600
add|ptr|47.3.0.11|ladcca-ib-acw-1008.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::B|ladcca-ib-acw-1008.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::B|ladcca-ib-acw-1008.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.11"", ip6_addr = ""2600:6c7f:91c0:40:3::B""
    vm_name = ""ladcca-ib-acw-1008"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,9,ladcca-ib-acw-1009,eth0,343,47.3.0.,12,12,2600:6c7f:91c0:40:3::,C,POD 1 Write Accessor,,47.3.0.12,ladcca-ib-acw-1009.ladc.ca.charter.com,2600:6c7f:91c0:40:3::C,ladcca-ib-acw-1009.ladc.ca.charter.com,"add|a|47.3.0.12|ladcca-ib-acw-1009.ladc.ca.charter.com|3600
add|ptr|47.3.0.12|ladcca-ib-acw-1009.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::C|ladcca-ib-acw-1009.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::C|ladcca-ib-acw-1009.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.12"", ip6_addr = ""2600:6c7f:91c0:40:3::C""
    vm_name = ""ladcca-ib-acw-1009"", ip6_addr2 = """"
  },",
ladcca,1,0,ib-acw,10,ladcca-ib-acw-1010,eth0,343,47.3.0.,13,13,2600:6c7f:91c0:40:3::,D,POD 1 Write Accessor,,47.3.0.13,ladcca-ib-acw-1010.ladc.ca.charter.com,2600:6c7f:91c0:40:3::D,ladcca-ib-acw-1010.ladc.ca.charter.com,"add|a|47.3.0.13|ladcca-ib-acw-1010.ladc.ca.charter.com|3600
add|ptr|47.3.0.13|ladcca-ib-acw-1010.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::D|ladcca-ib-acw-1010.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::D|ladcca-ib-acw-1010.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.13"", ip6_addr = ""2600:6c7f:91c0:40:3::D""
    vm_name = ""ladcca-ib-acw-1010"", ip6_addr2 = """"
  },",
,,,,,,eth0,343,47.3.0.,14,14,2600:6c7f:91c0:40:3::,E,,,,,,,,,
,,,,,,eth0,343,47.3.0.,15,15,2600:6c7f:91c0:40:3::,F,,,,,,,,,
,,,,,,eth0,343,47.3.0.,16,16,2600:6c7f:91c0:40:3::,10,,,,,,,,,
,,,,,,eth0,343,47.3.0.,17,17,2600:6c7f:91c0:40:3::,11,,,,,,,,,
,,,,,,eth0,343,47.3.0.,18,18,2600:6c7f:91c0:40:3::,12,,,,,,,,,
ladcca,1,1,ci-lbv,1,ladcca-ci-lbv-1101,eth0,343,47.3.0.,19,19,2600:6c7f:91c0:40:3::,13,Dash Origin VIP,,47.3.0.19,ladcca-ci-lbv-1101.ladc.ca.charter.com,2600:6c7f:91c0:40:3::13,ladcca-ci-lbv-1101.ladc.ca.charter.com,"add|a|47.3.0.19|ladcca-ci-lbv-1101.ladc.ca.charter.com|3600
add|ptr|47.3.0.19|ladcca-ci-lbv-1101.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::13|ladcca-ci-lbv-1101.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::13|ladcca-ci-lbv-1101.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.19"", ip6_addr = ""2600:6c7f:91c0:40:3::13""
    vm_name = ""ladcca-ci-lbv-1101""
  },",
ladcca,1,1,ci-llb,1,ladcca-ci-llb-1101,eth0,343,47.3.0.,20,20,2600:6c7f:91c0:40:3::,14,Dash Origin LB,,47.3.0.20,ladcca-ci-llb-1101.ladc.ca.charter.com,2600:6c7f:91c0:40:3::14,ladcca-ci-llb-1101.ladc.ca.charter.com,"add|a|47.3.0.20|ladcca-ci-llb-1101.ladc.ca.charter.com|3600
add|ptr|47.3.0.20|ladcca-ci-llb-1101.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::14|ladcca-ci-llb-1101.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::14|ladcca-ci-llb-1101.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.20"", ip6_addr = ""2600:6c7f:91c0:40:3::14""
    vm_name = ""ladcca-ci-llb-1101""
  },",
ladcca,1,1,ci-llb,2,ladcca-ci-llb-1102,eth0,343,47.3.0.,21,21,2600:6c7f:91c0:40:3::,15,Dash Origin LB,,47.3.0.21,ladcca-ci-llb-1102.ladc.ca.charter.com,2600:6c7f:91c0:40:3::15,ladcca-ci-llb-1102.ladc.ca.charter.com,"add|a|47.3.0.21|ladcca-ci-llb-1102.ladc.ca.charter.com|3600
add|ptr|47.3.0.21|ladcca-ci-llb-1102.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::15|ladcca-ci-llb-1102.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::15|ladcca-ci-llb-1102.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.21"", ip6_addr = ""2600:6c7f:91c0:40:3::15""
    vm_name = ""ladcca-ci-llb-1102""
  },",
ladcca,1,1,ci-dpl,1,ladcca-ci-dpl-1101,eth0,343,47.3.0.,22,22,2600:6c7f:91c0:40:3::,16,"Deployer POD 1, VMR 1",,47.3.0.22,ladcca-ci-dpl-1101.ladc.ca.charter.com,2600:6c7f:91c0:40:3::16,ladcca-ci-dpl-1101.ladc.ca.charter.com,"add|a|47.3.0.22|ladcca-ci-dpl-1101.ladc.ca.charter.com|3600
add|ptr|47.3.0.22|ladcca-ci-dpl-1101.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::16|ladcca-ci-dpl-1101.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::16|ladcca-ci-dpl-1101.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.22"", ip6_addr = ""2600:6c7f:91c0:40:3::16""
    vm_name = ""ladcca-ci-dpl-1101""
  },",
ladcca,1,1,ci-mql,1,ladcca-ci-mql-1101,eth0,343,47.3.0.,23,23,2600:6c7f:91c0:40:3::,17,"MemSQL MA, POD 1, VMR 1",,47.3.0.23,ladcca-ci-mql-1101.ladc.ca.charter.com,2600:6c7f:91c0:40:3::17,ladcca-ci-mql-1101.ladc.ca.charter.com,"add|a|47.3.0.23|ladcca-ci-mql-1101.ladc.ca.charter.com|3600
add|ptr|47.3.0.23|ladcca-ci-mql-1101.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::17|ladcca-ci-mql-1101.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::17|ladcca-ci-mql-1101.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.23"", ip6_addr = ""2600:6c7f:91c0:40:3::17""
    vm_name = ""ladcca-ci-mql-1101""
  },",
ladcca,1,1,ci-klv,1,ladcca-ci-klv-1101,eth0,343,47.3.0.,24,24,2600:6c7f:91c0:40:3::,18,"POD 1, VMR 1, OS VIP",,47.3.0.24,ladcca-ci-klv-1101.ladc.ca.charter.com,2600:6c7f:91c0:40:3::18,ladcca-ci-klv-1101.ladc.ca.charter.com,"add|a|47.3.0.24|ladcca-ci-klv-1101.ladc.ca.charter.com|3600
add|ptr|47.3.0.24|ladcca-ci-klv-1101.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::18|ladcca-ci-klv-1101.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::18|ladcca-ci-klv-1101.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.24"", ip6_addr = ""2600:6c7f:91c0:40:3::18""
    vm_name = ""ladcca-ci-klv-1101""
  },",
ladcca,1,1,ci-klb,1,ladcca-ci-klb-1101,eth0,343,47.3.0.,25,25,2600:6c7f:91c0:40:3::,19,"POD 1, VMR 1, KLB",,47.3.0.25,ladcca-ci-klb-1101.ladc.ca.charter.com,2600:6c7f:91c0:40:3::19,ladcca-ci-klb-1101.ladc.ca.charter.com,"add|a|47.3.0.25|ladcca-ci-klb-1101.ladc.ca.charter.com|3600
add|ptr|47.3.0.25|ladcca-ci-klb-1101.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::19|ladcca-ci-klb-1101.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::19|ladcca-ci-klb-1101.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.25"", ip6_addr = ""2600:6c7f:91c0:40:3::19""
    vm_name = ""ladcca-ci-klb-1101""
  },",
ladcca,1,1,ci-klb,2,ladcca-ci-klb-1102,eth0,343,47.3.0.,26,26,2600:6c7f:91c0:40:3::,1A,"POD 1, VMR 1, KLB",,47.3.0.26,ladcca-ci-klb-1102.ladc.ca.charter.com,2600:6c7f:91c0:40:3::1A,ladcca-ci-klb-1102.ladc.ca.charter.com,"add|a|47.3.0.26|ladcca-ci-klb-1102.ladc.ca.charter.com|3600
add|ptr|47.3.0.26|ladcca-ci-klb-1102.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::1A|ladcca-ci-klb-1102.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::1A|ladcca-ci-klb-1102.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.26"", ip6_addr = ""2600:6c7f:91c0:40:3::1A""
    vm_name = ""ladcca-ci-klb-1102""
  },",
ladcca,1,1,ci-kmr,1,ladcca-ci-kmr-1101,eth0,343,47.3.0.,27,27,2600:6c7f:91c0:40:3::,1B,"POD 1, VMR 1, Master",,47.3.0.27,ladcca-ci-kmr-1101.ladc.ca.charter.com,2600:6c7f:91c0:40:3::1B,ladcca-ci-kmr-1101.ladc.ca.charter.com,"add|a|47.3.0.27|ladcca-ci-kmr-1101.ladc.ca.charter.com|3600
add|ptr|47.3.0.27|ladcca-ci-kmr-1101.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::1B|ladcca-ci-kmr-1101.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::1B|ladcca-ci-kmr-1101.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.27"", ip6_addr = ""2600:6c7f:91c0:40:3::1B""
    vm_name = ""ladcca-ci-kmr-1101""
  },",
ladcca,1,1,ci-kmr,2,ladcca-ci-kmr-1102,eth0,343,47.3.0.,28,28,2600:6c7f:91c0:40:3::,1C,"POD 1, VMR 1, Master",,47.3.0.28,ladcca-ci-kmr-1102.ladc.ca.charter.com,2600:6c7f:91c0:40:3::1C,ladcca-ci-kmr-1102.ladc.ca.charter.com,"add|a|47.3.0.28|ladcca-ci-kmr-1102.ladc.ca.charter.com|3600
add|ptr|47.3.0.28|ladcca-ci-kmr-1102.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:3::1C|ladcca-ci-kmr-1102.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:3::1C|ladcca-ci-kmr-1102.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.0.28"", ip6_addr = ""2600:6c7f:91c0:40:3::1C""
    vm_name = ""ladcca-ci-kmr-1102""
  },",
